loan_id,customer_id,name,loan_amount,emi_amount,emi_paid,total_emis,due_amount,last_payment_date,repayment_status,recovery_action,payment_method
670984,60123,Michael Reed,459333.14,10439.39,27,44,177469.63,14-09-2024,Late,Legal Notice,
421108,18037,Katelyn Johnson,723216.91,12053.62,46,60,168750.68,13-11-2023,Defaulted,Reminder Sent,Credit Card
935259,11129,Frank Johnson,762503.17,13377.25,52,57,66886.25,20-05-2025,On Time,None,UPI
563965,81233,Lauren Hicks,225213.49,5362.23,40,42,10724.46,19-02-2024,On Time,Legal Notice,Credit Card
560666,90511,Miranda Mccullough,716074.53,23869.15,3,30,644467.05,12-05-2025,Late,None,Credit Card
487638,85927,Richard James,907698.04,17798,31,51,355960,08-11-2023,Late,None,Bank Transfer
566803,26014,Frank Lee,158852.94,2888.24,26,55,83758.96,06-01-2025,Late,None,Credit Card
574691,79829,Daryl Velazquez,350782.83,14031.31,13,25,168375.72,08-12-2023,Defaulted,Collection Agency,Bank Transfer
966406,89596,Robert Hamilton,240590.3,4811.81,28,50,105859.82,05-01-2025,On Time,Reminder Sent,Bank Transfer
529189,39571,Joseph Brown,489944.88,11394.07,10,43,376004.31,12-03-2024,Late,Reminder Sent,Cash
221745,96387,Alan Hudson,228956.98,5451.36,9,42,179894.88,23-07-2023,On Time,Collection Agency,Credit Card
959007,60664,Jack Daniel,632450.13,28747.73,21,22,28747.73,05-04-2025,Late,Legal Notice,Bank Transfer
417460,67447,Jack Williams,987547.96,31856.39,19,31,382276.68,25-11-2024,Late,None,Credit Card
716346,37703,Trevor Stephens,179347.66,3448.99,24,52,96571.72,07-10-2024,Late,Legal Notice,Cash
300452,20827,Daniel Johnson,170852.97,3106.42,10,55,139788.9,26-03-2024,On Time,Legal Notice,UPI
938000,27286,Tracey Williams,578308.87,16064.14,26,36,160641.4,21-03-2025,On Time,Collection Agency,Cash
267229,68907,Megan Jenkins,698403.57,11837.35,13,59,544518.1,12-03-2024,Late,Reminder Sent,Credit Card
782409,33946,Justin Herrera,961355.62,16865.89,26,57,522842.59,20-06-2023,On Time,None,UPI
618672,47558,Robert Cunningham,284674.16,4744.57,7,60,251462.21,08-07-2024,Late,Collection Agency,Cash
424052,49929,Joshua Gonzalez,473346.28,18205.63,6,26,364112.6,26-05-2025,On Time,Collection Agency,Bank Transfer
663590,18440,Kimberly Shaw DVM,616023.26,26783.62,22,23,26783.62,24-05-2024,Late,Reminder Sent,UPI
506670,31317,Linda Knight,531580.61,9009.84,6,59,477521.52,19-05-2024,Defaulted,None,Cash
349758,10319,Danny Hughes,313017.93,5396.86,26,58,172699.52,17-07-2024,On Time,None,Bank Transfer
460592,71541,Abigail Carter,615662.11,10801.09,24,57,356435.97,14-07-2024,Late,Collection Agency,
573622,60435,Kevin Valencia,288578.86,7594.18,24,38,106318.52,12-04-2025,On Time,Reminder Sent,Credit Card
559462,77148,Gerald Bautista,129009.24,3486.74,17,37,69734.8,23-02-2024,Defaulted,Legal Notice,Credit Card
277601,89729,Madeline Wong,412290.15,25768.13,15,16,25768.13,03-12-2024,On Time,Reminder Sent,Credit Card
861239,85693,Steven Hancock,301230.37,12551.27,1,24,288679.21,26-11-2024,On Time,Collection Agency,Credit Card
624480,26938,Mr. Raymond Roberts MD,695588.66,11789.64,7,59,613061.28,15-03-2025,Late,Legal Notice,Credit Card
696944,62760,Richard Martin,103048.27,3816.6,19,27,30532.8,30-03-2024,Late,Reminder Sent,Bank Transfer
652498,19895,Carla Robertson,156092.86,6243.71,4,25,131117.91,07-04-2024,On Time,None,Cash
102534,10298,Jennifer Johnson,251608.94,13978.27,5,18,181717.51,15-09-2024,Defaulted,Reminder Sent,Cash
453271,71331,Mary Espinoza,565707.92,26938.47,5,21,431015.52,29-12-2023,Late,Reminder Sent,UPI
955033,40628,Carl Sherman,914940.21,16943.34,41,54,220263.42,18-05-2025,Late,None,Credit Card
198904,28138,Tonya Ware,849836.74,21790.69,8,39,675511.39,02-12-2024,Late,Legal Notice,Bank Transfer
579248,86692,Mary Smith,911267.6,23980.73,27,38,263788.03,14-06-2025,On Time,Legal Notice,UPI
464517,42444,Sarah Hogan,962526.09,16595.28,33,58,414882,06-01-2025,Late,Legal Notice,Bank Transfer
320959,46515,John Salazar,596524.53,10110.59,19,59,404423.6,29-01-2025,Defaulted,Reminder Sent,Credit Card
796739,90444,Vickie Sherman,230447.75,4608.95,36,50,64525.3,10-06-2025,,Collection Agency,UPI
750749,61226,Christopher Garza,631881.5,31594.08,14,20,189564.48,30-07-2024,On Time,Legal Notice,UPI
468871,71346,Emily Jones,115732.47,2411.09,35,48,31344.17,09-06-2025,Defaulted,Legal Notice,
546712,34803,Kristin Hardy,279720.23,13320.01,5,21,213120.16,06-12-2023,Late,Legal Notice,UPI
919972,54788,Nicole Fischer,211363.97,3914.15,53,54,3914.15,19-09-2024,On Time,Reminder Sent,Cash
404285,84682,Kim Goodwin,177406.65,7391.94,2,24,162622.68,11-03-2025,On Time,Reminder Sent,Cash
837462,96995,Jennifer Bush,424563.11,14152.1,0,30,424563,07-05-2024,Late,Reminder Sent,Cash
500098,16402,Jacob Carr,835157.15,18155.59,35,46,199711.49,23-04-2024,,,UPI
657144,14044,Savannah Choi,587720.15,36732.51,2,16,514255.14,19-03-2024,Defaulted,None,Cash
839694,94589,Catherine Gonzalez,960868.67,28260.84,11,34,649999.32,25-11-2024,On Time,None,Cash
319495,42816,Michael Bennett,975696.38,51352.44,18,19,51352.44,02-12-2023,Late,None,Cash
331081,29686,Rebecca Barnett,713716.89,13725.32,10,52,576463.44,04-11-2024,,None,Bank Transfer
764994,15320,Meagan Middleton DDS,51018.4,1500.54,15,34,28510.26,21-12-2024,Late,Reminder Sent,Bank Transfer
177095,19239,Mary Diaz,450389.5,12172.69,34,37,36518.07,28-10-2023,Late,Reminder Sent,Bank Transfer
960802,99747,Christina Carpenter,483352.4,9295.24,45,52,65066.68,16-10-2024,On Time,Legal Notice,Cash
235647,88243,Vanessa Foster,501035.82,9278.44,32,54,204125.68,21-10-2023,Late,None,Cash
804149,85247,Kimberly Gutierrez,830403.03,69200.25,0,12,830403,20-08-2023,Defaulted,Legal Notice,Credit Card
134423,70675,Michelle Watson,275878.92,13793.95,9,20,151733.45,12-03-2025,On Time,Collection Agency,Credit Card
503066,71477,William Ellison,693321.66,30144.42,6,23,512455.14,25-07-2024,Late,Reminder Sent,Bank Transfer
245596,12315,Stephen Russell,353403.66,8218.69,17,43,213685.94,21-05-2024,Defaulted,Collection Agency,Credit Card
768972,76431,Mrs. Zoe Simpson DVM,738757.95,36937.9,1,20,701820.1,01-12-2023,Late,Collection Agency,Credit Card
507481,92513,Dylan Hess,577410.61,19247.02,9,30,404187.42,15-09-2023,Defaulted,None,
399054,41091,William Floyd,322715.24,7683.7,36,42,46102.2,06-04-2025,Late,Collection Agency,Bank Transfer
636986,63582,Mary Bernard,625459.41,11582.58,34,54,231651.6,14-08-2023,Defaulted,None,UPI
550020,41425,Amanda Ray,528634.72,22026.45,9,24,330396.75,23-05-2025,Defaulted,Legal Notice,
355528,73827,Chelsea Dixon,744276.09,20115.57,15,37,442542.54,22-11-2023,On Time,Legal Notice,Bank Transfer
897660,89151,Jesse Thomas,635057.86,31752.89,12,20,254023.12,18-07-2023,Late,None,UPI
563520,72271,William Werner,414620.49,29615.75,4,14,296157.5,04-01-2025,,,
140600,44027,Denise Williams,693819.71,28909.15,17,24,202364.05,04-12-2023,Late,Legal Notice,Cash
678488,16061,Kimberly Clark,367444.36,7655.09,43,48,38275.45,10-05-2024,On Time,None,UPI
517459,32519,Timothy Weaver,721136.91,17588.71,31,41,175887.1,30-07-2023,On Time,None,Bank Transfer
400312,28269,Kenneth Garcia,949236.91,18254.56,28,52,438109.44,10-09-2023,On Time,Reminder Sent,UPI
481433,11366,Michael Kim,847335.04,14865.53,14,57,639217.79,08-08-2024,Late,Collection Agency,Credit Card
580633,60476,James Snyder,775533.34,26742.53,5,29,641820.72,18-10-2024,On Time,Reminder Sent,Cash
593510,20845,Lauren Donaldson,88169.63,7347.47,2,12,73474.7,15-05-2024,Late,Collection Agency,UPI
828477,21988,Emily Ruiz,400952.05,7290.04,37,55,131220.72,13-10-2023,Late,,Bank Transfer
787716,47553,Joseph Hanna,488428.51,15263.39,16,32,244214.24,26-06-2024,Defaulted,Reminder Sent,Bank Transfer
170237,84648,Tracy Henderson,277190.91,6929.77,13,40,187103.79,09-08-2023,Late,Legal Notice,Bank Transfer
465328,26786,Gregory Yu,154930.08,7377.62,5,21,118041.92,16-05-2024,Defaulted,Legal Notice,UPI
778620,14844,Hunter Lamb,482440.1,10264.68,44,47,30794.04,27-12-2024,Defaulted,Collection Agency,Credit Card
630115,93841,Andrew Potter,412131.44,27475.43,3,15,329705.16,18-12-2024,Defaulted,Collection Agency,Credit Card
533123,33395,Jared Martin,606948.08,27588.55,15,22,193119.85,05-05-2024,Late,None,Cash
597834,17208,Patricia Briggs,943492.38,26208.12,32,36,104832.48,25-11-2024,Late,Collection Agency,Cash
985222,98913,Courtney Goodman,916360.05,76363.34,9,12,229090.02,23-04-2025,Late,Legal Notice,UPI
836440,71937,Nathan Rosales,823468.59,43340.45,15,19,173361.8,27-11-2023,Defaulted,,Bank Transfer
813664,13925,Diane Davis,726886.53,24229.55,15,30,363443.25,26-10-2024,On Time,Collection Agency,Bank Transfer
438478,20898,Gregory Smith,264932.01,12615.81,8,21,164005.53,22-04-2025,Defaulted,Reminder Sent,Bank Transfer
797764,88432,Richard Hawkins,49691.52,955.61,19,52,31535.13,15-05-2025,Defaulted,Legal Notice,Bank Transfer
473416,49871,Bernard Meadows,748963.89,27739.4,17,27,277394,27-02-2025,On Time,Reminder Sent,Credit Card
766857,21745,Stacey Andrade,771862.91,19791.36,30,39,178122.24,18-10-2024,Late,None,
195377,60262,Christopher Hancock,896217.34,38965.97,23,23,0,04-05-2025,,Reminder Sent,Credit Card
947943,63923,Donald Baker,260765.69,17384.38,10,15,86921.9,28-08-2023,Late,Reminder Sent,Cash
185153,86479,Peter Bridges,677699.26,12549.99,44,54,125499.9,13-05-2024,On Time,None,UPI
701748,46359,Shaun Cowan,974889.45,20310.2,43,48,101551,03-12-2023,On Time,Reminder Sent,Bank Transfer
432007,16104,Ann Anderson,508233.18,22097.09,18,23,110485.45,24-02-2024,Defaulted,Collection Agency,UPI
834480,48296,Amy Wells,967662.55,31214.92,22,31,280934.28,12-09-2023,On Time,Legal Notice,Credit Card
137928,72663,Brad Martinez,452460.42,11035.62,25,41,176569.92,18-05-2025,On Time,Collection Agency,UPI
799157,21563,Trevor Robinson,287573.7,4874.13,16,59,209587.59,10-03-2024,Late,Reminder Sent,Cash
783865,62149,Dennis Parker,951011.96,25026.63,20,38,450479.34,07-08-2024,On Time,None,Bank Transfer
827059,76781,Caitlyn Hernandez,654172.09,31151.05,18,21,93453.15,19-07-2024,Defaulted,Legal Notice,Cash
973519,58725,Brian Greer,317883.13,16730.69,7,19,200768.28,06-03-2024,Late,Collection Agency,Cash
183019,33372,Christina Harris,674572.67,19840.37,30,34,79361.48,23-02-2024,Late,Reminder Sent,UPI
759679,45550,Kellie Gibbs,168128.39,4100.69,32,41,36906.21,18-12-2023,Defaulted,None,Cash
543796,74434,Nicole Patterson,401863.19,22325.73,8,18,223257.3,05-10-2023,Late,None,Credit Card
992811,47447,Brian Delgado,487403.19,13538.98,23,36,176006.74,13-08-2023,Defaulted,Reminder Sent,Cash
667670,18479,Matthew Brown,862191.12,66322.39,0,13,862191.07,10-04-2024,Late,None,
616385,67249,Joshua Johnson,342496.91,12232.03,1,28,330264.81,01-09-2023,Defaulted,None,Credit Card
407269,22935,Ashley Johnson,301487.11,6029.74,13,50,223100.38,18-07-2023,Defaulted,,UPI
438794,27584,Harold Wood,880309.88,38274.34,6,23,650663.78,03-12-2024,Late,None,Cash
387168,18390,Elizabeth Hebert,722648.78,25808.89,1,28,696840.03,12-02-2025,Defaulted,Legal Notice,Bank Transfer
346253,21057,Michael Vega,317355.73,22668.27,0,14,317355.78,20-09-2024,On Time,None,UPI
264768,98584,Erika Lopez,144453.85,3703.94,39,39,0,09-01-2024,On Time,Collection Agency,Cash
564185,72680,Christopher Murphy,212908.83,4435.6,35,48,57662.8,09-08-2024,On Time,Collection Agency,Bank Transfer
540730,46074,Robert Phillips,650108.38,16669.45,9,39,500083.5,01-07-2023,On Time,Legal Notice,Bank Transfer
501045,73386,Tracy Short,478924.26,25206.54,11,19,201652.32,03-01-2024,Defaulted,Reminder Sent,Bank Transfer
451706,55414,Dawn Adams,373362.67,26668.76,3,14,293356.36,19-12-2023,Late,Legal Notice,Cash
765587,20394,Steven Marquez,577897.4,15618.85,35,37,31237.7,21-07-2023,Defaulted,Collection Agency,Credit Card
108727,18621,Vanessa Dennis,591636.8,17928.39,30,33,53785.17,13-08-2024,Late,None,Cash
111840,61363,Robert Torres,179770.27,7816.1,1,23,171954.2,08-03-2024,Defaulted,None,Credit Card
114391,98445,Emily Wallace,31733.2,587.65,27,54,15866.55,22-08-2023,On Time,Collection Agency,Cash
226324,19607,Justin Schultz,391541.95,10303.74,9,38,298808.46,14-11-2024,On Time,None,Bank Transfer
949144,82398,Samantha Hampton,244185.73,4787.96,9,51,201094.32,10-09-2024,On Time,Collection Agency,UPI
714585,64946,Michael Johnson,630858.3,10692.51,18,59,438392.91,29-05-2024,Defaulted,Collection Agency,UPI
592834,37603,Joshua Rogers,439984.72,31427.48,6,14,251419.84,31-03-2025,Late,None,UPI
543878,29766,Mr. Bradley Miller,631789.03,13734.54,39,46,96141.78,10-11-2023,Late,Reminder Sent,UPI
314968,79305,Douglas Flowers,728114.2,19678.76,18,37,373896.44,09-09-2023,Defaulted,,Credit Card
874078,84740,Andrea Benson,558460.24,16923.04,29,33,67692.16,24-10-2024,On Time,Collection Agency,Credit Card
375841,28833,Beth Allen,986436.62,51917.72,9,19,519177.2,30-09-2024,On Time,Legal Notice,Credit Card
793123,93961,Erika Jones,497431.56,35530.83,3,14,390839.13,23-04-2024,Defaulted,None,Credit Card
605043,70175,Robert Oconnor,935432.56,17989.09,44,52,143912.72,30-01-2024,Late,Legal Notice,Cash
540800,94031,Adam Lynn,653893.4,22548.05,8,29,473509.05,11-12-2024,Defaulted,Collection Agency,Bank Transfer
436822,23844,Norma Stein,875502.11,29183.4,26,30,116733.6,06-03-2025,On Time,None,Bank Transfer
217307,53396,Michael Ryan,799836.92,25801.19,17,31,361216.66,02-08-2024,Defaulted,Collection Agency,Credit Card
139090,42051,Megan Frank,78733.68,5623.83,3,14,61862.13,21-09-2024,Defaulted,None,Credit Card
500730,27552,Kimberly Moody,496501.05,8560.36,48,58,85603.6,16-05-2024,On Time,Collection Agency,UPI
375776,69173,Edward Sexton,216099.45,3858.92,41,56,57883.8,10-03-2024,On Time,None,UPI
289305,65757,Mrs. Carrie Jensen DDS,296813.85,4946.9,21,60,192929.1,05-09-2024,On Time,None,Cash
142204,52938,Peggy Kelly,206735.54,4306.99,29,48,81832.81,12-06-2025,Late,Reminder Sent,Cash
681738,63704,Christopher Wilson MD,36916.34,671.21,54,55,671.21,07-08-2024,Late,Legal Notice,Cash
130728,30458,April Armstrong,254899.64,7965.61,30,32,15931.22,23-05-2025,Defaulted,Legal Notice,Credit Card
979453,71503,Matthew Henson,911768.71,75980.73,6,12,455884.38,29-03-2024,Late,Reminder Sent,Cash
589154,91485,David Hughes,23661.43,514.38,21,46,12859.5,29-07-2023,Late,Legal Notice,Cash
507403,68461,Ashley Clark,44452.91,1646.4,20,27,11524.8,01-07-2024,Late,None,UPI
148420,85237,Emily Kennedy,778256.85,19955.3,29,39,199553,05-06-2025,Late,None,Cash
717715,97239,Douglas Nunez,778051.07,13187.31,49,59,131873.1,08-03-2025,Late,None,Credit Card
541968,51935,Anita Travis,512989.65,28499.43,10,18,227995.44,31-07-2024,Defaulted,Reminder Sent,Credit Card
845439,60548,Robert Morris,490925.36,14026.44,5,35,420793.2,13-06-2025,On Time,,Credit Card
519462,62677,Jeffrey Hayes,171251.05,3567.73,27,48,74922.33,18-06-2025,On Time,None,UPI
406500,14699,Elijah Anderson,96172.15,5657.19,6,17,62229.09,10-04-2025,Defaulted,Legal Notice,
602364,98225,Brian Johnson,115660.3,3401.77,34,34,0,12-08-2023,Defaulted,Reminder Sent,Credit Card
260314,33539,Paul Joseph,275228.18,5983.22,42,46,23932.88,28-02-2025,Late,Legal Notice,UPI
599972,51265,Valerie Adkins,326107.07,21740.47,8,15,152183.29,05-01-2024,Defaulted,Reminder Sent,
666642,24479,John Martin,785080.95,16355.85,24,48,392540.4,03-02-2025,,Collection Agency,UPI
440896,36814,Cameron Newman,844990.8,24852.67,24,34,248526.7,02-07-2024,Late,Collection Agency,Credit Card
411461,32388,Christine Ramos,559463.36,31081.3,15,18,93243.9,02-05-2024,Defaulted,None,Cash
518380,49841,Thomas Thompson,201110.52,4104.3,23,49,106711.8,20-07-2024,On Time,Reminder Sent,Credit Card
497681,10942,Annette Anderson,697291.34,49806.52,2,14,597678.24,03-07-2024,Late,Legal Notice,UPI
866148,61013,Heather Suarez,175844.8,4396.12,29,40,48357.32,25-01-2025,Defaulted,Reminder Sent,Credit Card
842332,52795,Marie Welch,137286.78,3710.45,17,37,74209,12-09-2023,Late,Collection Agency,Bank Transfer
514033,58813,Traci Campbell,420910.13,22153.16,15,19,88612.64,12-10-2024,On Time,Collection Agency,Credit Card
541730,18228,Kathryn Cooper,820786.21,23451.03,23,35,281412.36,22-03-2025,Defaulted,,Cash
239026,57804,Nicole Bowman,273822.18,4889.68,29,56,132021.36,16-12-2023,Late,,Cash
262187,73352,Natalie Vasquez,376491.83,13944.14,19,27,111553.12,30-05-2025,Late,Legal Notice,Bank Transfer
976704,15921,Rhonda Rodriguez,454098.12,7966.63,22,57,278832.05,11-12-2024,Late,Collection Agency,Bank Transfer
469530,18058,Sheila Smith,33509.55,598.38,25,56,18549.78,06-05-2024,Late,None,Credit Card
572142,35275,Alex Romero,868160.73,34726.43,13,25,416717.16,11-01-2025,Late,Reminder Sent,
158579,42770,Michelle Fleming,368749.23,7230.38,40,51,79534.18,09-08-2023,On Time,Reminder Sent,Credit Card
362675,66010,James Robinson,700702.49,18439.54,23,38,276593.1,11-02-2025,Late,Reminder Sent,UPI
852916,11013,Richard Hunt,733532.94,19825.21,27,37,198252.1,23-09-2023,On Time,None,UPI
273743,76246,John Olson,344956.97,14373.21,0,24,344957.04,21-01-2025,Late,Legal Notice,UPI
201517,10632,Lisa Hoover,543034.01,36202.27,12,15,108606.81,31-12-2023,Defaulted,Legal Notice,Cash
350222,48328,Rodney Simmons,530791.76,13968.2,29,38,125713.8,21-04-2024,On Time,Legal Notice,
705820,77051,Jennifer Boyd,347028.7,12393.88,16,28,148726.56,17-06-2025,On Time,Legal Notice,UPI
862767,92122,Michael Berry,38945.3,1024.88,13,38,25622,16-03-2025,On Time,None,Cash
772677,44487,Gina Jenkins,981777.35,21342.99,18,46,597603.72,21-10-2024,Defaulted,Collection Agency,UPI
212190,31678,Crystal Nguyen,56517.2,1228.63,40,46,7371.78,18-11-2024,On Time,Reminder Sent,Bank Transfer
123219,43347,Ryan Wilkinson,746639.08,19648.4,4,38,668045.6,23-09-2024,Defaulted,None,UPI
927921,60226,Christopher Tate,186031.2,3875.65,32,48,62010.4,05-10-2024,On Time,Collection Agency,Credit Card
546992,19278,Alicia Bailey DDS,838163.82,26192.62,14,32,471467.16,17-01-2025,Late,Legal Notice,Bank Transfer
211049,51843,Mary Lynch,53193.63,1715.92,14,31,29170.64,06-05-2024,On Time,None,Credit Card
538604,48496,Cynthia Parks,494596.33,15456.14,23,32,139105.26,05-03-2024,On Time,Reminder Sent,Credit Card
942483,67113,Karen Wright,806992.7,38428.22,1,21,768564.4,14-01-2024,On Time,None,Bank Transfer
800723,11264,Kevin Brown,412053.29,12876.67,15,32,218903.39,06-07-2024,Late,None,UPI
150154,24878,Kevin Rivera,555819.48,11116.39,24,50,289026.14,03-12-2024,On Time,Collection Agency,Cash
247640,98742,William Mitchell,334679.51,23905.68,1,14,310773.84,13-02-2024,On Time,,Cash
429903,99074,Jennifer Martin,885664.78,26838.33,20,33,348898.29,11-07-2024,Late,,Cash
488269,73103,David Morales,526364.9,20244.8,15,26,222692.8,09-01-2025,Defaulted,Reminder Sent,Cash
371093,86264,Diane Mills,250485.65,4245.52,42,59,72173.84,21-11-2023,On Time,Collection Agency,Credit Card
138436,32060,Sheila Malone DVM,248785.46,14634.44,15,17,29268.88,13-06-2025,Late,Collection Agency,UPI
608799,33971,Rachel Jackson MD,657116.73,29868.94,20,22,59737.88,02-04-2024,Late,Legal Notice,UPI
208177,37427,Alexis Garcia,879611.62,23773.29,26,37,261506.19,12-01-2024,On Time,Legal Notice,Cash
583145,92476,Samuel Roberts,912633.16,32594.04,10,28,586692.72,10-01-2024,On Time,None,Bank Transfer
800415,92481,Andrew Parrish,208708.36,7453.87,1,28,201254.49,15-05-2024,Defaulted,None,Bank Transfer
631938,30829,Justin Novak,770403.42,40547.55,6,19,527118.15,21-05-2025,Late,Collection Agency,Credit Card
901045,43097,Lindsey Smith,625900.59,11176.8,32,56,268243.2,21-04-2025,Defaulted,Collection Agency,Credit Card
231358,37968,Glenn Dominguez,717606.61,12589.59,44,57,163664.67,18-07-2024,Late,Legal Notice,Cash
143695,62413,Alexis Brooks,376878.85,12157.38,16,31,182360.7,12-11-2024,Late,Legal Notice,Bank Transfer
156573,96812,Courtney Aguirre,760606.99,50707.13,13,15,101414.26,27-10-2024,Late,None,Cash
132077,80920,Stephen Alvarado,616867.62,14345.76,41,43,28691.52,13-06-2025,Late,Reminder Sent,UPI
344784,69746,Carlos Watson,875250.13,15355.27,35,57,337815.94,30-06-2024,Defaulted,Collection Agency,UPI
218871,33729,Lindsay Chavez,347476.32,7553.83,23,46,173738.09,17-10-2024,On Time,Reminder Sent,Bank Transfer
468799,10706,Kara Thompson,994238.74,23121.83,42,43,23121.83,05-12-2024,Late,Collection Agency,Cash
954320,17689,Joseph Wilson,546950.77,17092.21,9,32,393120.83,20-08-2023,Defaulted,Legal Notice,Bank Transfer
280900,91006,Eric Moore,546617.3,19522.05,8,28,390441,23-01-2024,Late,Collection Agency,Bank Transfer
444941,25312,Timothy Escobar,720551.23,21192.68,27,34,148348.76,22-12-2024,Defaulted,Legal Notice,Credit Card
195908,69689,Gloria Ramirez,407656.3,8862.09,9,46,327897.33,03-07-2023,Defaulted,None,UPI
863731,31764,Melissa Butler,518681.1,11035.77,43,47,44143.08,30-03-2025,Defaulted,None,Bank Transfer
271214,51999,Nichole Thompson,77675.47,2678.46,26,29,8035.38,15-12-2023,Defaulted,None,UPI
564475,54938,Kristin Harris,244013.09,11091.5,16,22,66549,20-10-2024,Defaulted,None,
497367,44354,Daniel Richards,888890.37,14814.84,19,60,607408.44,13-05-2024,On Time,Collection Agency,UPI
716611,69618,Amanda Walker,298462.48,19897.5,10,15,99487.5,24-10-2024,Late,Collection Agency,UPI
289990,50784,Stephanie Munoz,198988.16,5527.45,14,36,121603.9,04-06-2024,Defaulted,Collection Agency,Cash
663230,92178,Kristen Garcia,790872.79,29291.58,21,27,175749.48,31-08-2024,Late,Legal Notice,
976945,95219,Daniel Robertson,38451.96,1201.62,21,32,13217.82,19-10-2023,Defaulted,Reminder Sent,UPI
380163,18586,Danielle Molina,216820.14,12754.13,6,17,140295.43,30-03-2025,Late,Legal Notice,Credit Card
304642,57239,Amber Rose,215730.72,3995.01,21,54,131835.33,18-02-2024,Defaulted,Collection Agency,Cash
821810,61735,Samuel Smith,650171.39,24080.42,2,27,602010.5,12-06-2024,Defaulted,Collection Agency,Credit Card
939644,54152,Michaela Brandt,150661.69,6026.47,4,25,126555.87,15-09-2024,Late,Collection Agency,Credit Card
850084,39761,John Marshall,796259.09,31850.36,3,25,700707.92,03-01-2024,Late,None,Cash
890449,68290,Lindsey Christian,133542.4,7028.55,10,19,63256.95,28-06-2023,Defaulted,Collection Agency,Cash
540153,86172,Samantha Krause,534547.8,23241.21,23,23,0,09-01-2025,On Time,Legal Notice,Credit Card
165173,58477,Katrina Sanchez,47504.43,1158.64,16,41,28966,14-10-2024,On Time,None,Cash
521091,77109,Douglas Kelly,111265.1,2587.56,32,43,28463.16,27-03-2024,On Time,Legal Notice,UPI
566671,71146,Scott Kelly,195208.43,13943.46,3,14,153378.06,21-12-2024,Late,None,Cash
718633,98136,Michael Ramirez,115311.78,4118.28,24,28,16473.12,08-02-2025,Late,Collection Agency,Cash
432407,90823,Randall Flores,404675.41,14987.98,9,27,269783.64,23-10-2024,Defaulted,Legal Notice,
601373,16511,Andrea Bailey,472061.87,13112.83,27,36,118015.47,28-12-2023,Late,Collection Agency,Bank Transfer
866268,93458,Tyler Hicks,820158.22,20503.96,6,40,697134.64,08-09-2024,On Time,Legal Notice,UPI
158683,61903,Anne Elliott,584131.49,15371.88,11,38,415040.76,16-10-2024,Late,Reminder Sent,Bank Transfer
319317,45647,Patrick Rowland,146221.71,2758.9,38,53,41383.5,26-02-2024,Defaulted,None,Cash
145789,69440,Timothy Watkins,924508.19,23705.34,36,39,71116.02,11-12-2024,Defaulted,Legal Notice,Cash
874284,62563,Mary Williams,748172.92,39377.52,13,19,236265.12,01-07-2024,On Time,Collection Agency,UPI
992639,70075,Kristen Alvarado,770417.8,30816.71,0,25,770417.75,21-01-2025,Defaulted,Legal Notice,Credit Card
303811,71136,Tammy Lynn,134177.22,2313.4,29,58,67088.6,07-01-2025,Defaulted,Legal Notice,
303762,47934,Zachary Chavez,406608.47,6891.67,51,59,55133.36,05-07-2023,Late,Collection Agency,Bank Transfer
887023,66257,Jennifer Hernandez,87560.73,1903.49,39,46,13324.43,11-02-2024,Late,Legal Notice,Cash
834608,51344,Andrew Brown,887916.43,17410.13,23,51,487483.64,17-10-2023,On Time,Reminder Sent,
663170,83929,Eric Quinn,465205.44,17229.83,14,27,223987.79,24-01-2024,On Time,Collection Agency,UPI
400915,18963,Rachel Hancock,832286.77,34678.62,22,24,69357.24,05-10-2024,Late,Legal Notice,UPI
554402,91428,Cody Ayers,306385.43,7125.24,36,43,49876.68,22-02-2025,Defaulted,None,Bank Transfer
213338,58834,Andrea Dixon,59184.64,2466.03,17,24,17262.21,30-06-2024,On Time,Collection Agency,Bank Transfer
820642,57283,Miranda Daugherty,209287.37,4452.92,36,47,48982.12,27-02-2025,Late,Reminder Sent,Cash
619172,42875,Michael Ho,90403.3,3616.13,7,25,65090.34,14-11-2024,On Time,Legal Notice,UPI
524926,39143,Tanya Williams,124671.21,3777.92,1,33,120893.44,22-06-2024,On Time,None,Cash
326513,91277,Amber Clark,237944.05,4758.88,16,50,161801.92,03-01-2024,Defaulted,Legal Notice,UPI
300267,51873,Wesley Rodriguez,161997.46,4049.94,22,40,72898.92,11-04-2025,,,Cash
542014,81847,James Bonilla,162524.59,2708.74,48,60,32504.88,05-05-2025,Defaulted,None,
696787,98739,Susan Mckenzie,779043.11,25130.42,20,31,276434.62,30-05-2024,Late,Reminder Sent,Credit Card
397503,94992,Anthony Fitzpatrick,358767.31,8750.42,22,41,166257.98,27-02-2024,,Reminder Sent,
231204,78933,Kara Pope,650000.55,46428.61,6,14,371428.88,04-10-2023,Late,Collection Agency,Bank Transfer
719319,65339,Kevin Pineda,693684.72,12846.01,15,54,500994.39,30-10-2023,Late,Legal Notice,
421923,95264,Lance Cruz,560638.16,11441.6,8,49,469105.6,10-01-2024,Defaulted,None,UPI
390388,84600,Gabriela Phillips,546305.23,18838.11,17,29,226057.32,19-08-2023,Defaulted,Collection Agency,Credit Card
999027,57278,Tracy Walker,290617.94,5381.81,5,54,263708.69,02-03-2025,Late,Reminder Sent,Credit Card
